sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
f;comercio;variedades;robledo;2;7;2018-04-19;6000000;microempresarial
f;industria;fabrica de;doce de octubre no.1;2;6;2018-05-11;7812000;microempresarial
f;comercio;miscelanea;san javier no.1;1;13;2017-02-10;5000000;microempresarial
m;servicio;comidas rapidas;manrique central no. 2;2;3;2019-05-10;8281000;microempresarial
f;comercio;tienda;20 de julio;1;13;2018-05-29;7800000;microempresarial
m;servicio;mantenimiento en;popular;1;1;2016-03-07;2000000;microempresarial
m;servicio;fabrica de calzado;aranjuez;2;16;2017-05-09;7377000;microempresarial
f;servicio;mantenimiento en;las palmas;3;10;2018-09-21;7800000;microempresarial
f;comercio;comidas rapidas;villa hermosa;3;8;2018-03-02;7800000;microempresarial
m;industria;fabrica de;aranjuez;1;4;2018-04-04;7800000;microempresarial
f;comercio;tienda;robledo;2;7;2016-10-27;6890000;microempresarial
f;industria;variedades;robledo;2;7;2016-05-04;6890000;microempresarial
f;comercio;miscelanea;20 de julio;2;13;2017-11-23;7300000;microempresarial
f;comercio;distribuidora de;robledo;2;7;2016-11-22;4000000;microempresarial
f;industria;restaurante;campo valdes no. 1;2;4;2018-06-27;6000000;microempresarial
f;industria;fabrica de;el salvador;3;9;2017-06-16;5000000;microempresarial
m;comercio;comidas rapidas;aranjuez;3;4;2018-04-25;3000000;microempresarial
m;servicio;deposito de;el compromiso;1;1;2018-05-11;3000000;microempresarial
f;industria;fabrica de;manrique central no. 1;2;4;2018-06-08;7000000;microempresarial
f;servicio;comidas rapidas;san javier no.1;1;13;2016-04-01;4000000;microempresarial
m;comercio;organización y;centro admtivo;3;10;2017-08-24;18000000;juridica y cap.semilla
f;servicio;restaurante;cabecera san cristobal;1;60;2018-04-25;7800000;microempresarial
f;comercio;cafeteria;aranjuez;2;4;2016-12-13;6890000;microempresarial
f;industria;variedades;belencito;2;13;2016-10-12;5000000;microempresarial
f;comercio;variedades;centro admtivo;3;10;2018-01-31;7300000;microempresarial
f;servicio;peluqueria;villa del socorro;2;2;2017-01-13;2;microempresarial
f;servicio;fotografia;villa niza;2;2;2017-01-19;6000000;microempresarial
f;comercio;cafeteria;aranjuez;1;4;2018-02-16;4000000;microempresarial
m;comercio;distribuidora de;cabecera san cristobal;2;60;2016-05-02;3000000;microempresarial
f;industria;fabrica de;manrique oriental;2;3;2017-03-29;3500000;microempresarial
f;comercio;almacen de ropa en;santa cruz;2;2;2017-12-18;7377000;microempresarial
f;servicio;peluqueria;santa lucia;3;12;2017-03-23;7000000;microempresarial
m;comercio;fabrica de calzado;robledo;2;7;2017-03-30;5000000;microempresarial
m;servicio;peluqueria;enciso;2;8;2018-10-03;5000000;microempresarial
f;comercio;tienda;belencito;2;13;2016-05-12;6000000;microempresarial
f;industria;fabrica de;olaya herrera;1;7;2018-05-17;5000000;microempresarial
f;industria;fabrica de;manrique central no. 2;2;3;2016-04-18;6000000;microempresarial
m;comercio;variedades;robledo;2;7;2016-06-14;40000000;microempresarial
m;industria;carpinteria;manrique oriental;2;3;2017-07-18;7377000;microempresarial
m;comercio;tienda;el salvador;3;9;2016-03-04;6890000;microempresarial
m;industria;fabrica de;villa niza;2;2;2017-07-21;7377000;microempresarial
f;industria;fabrica de;enciso;3;8;2018-11-06;17187324;empresarial ed.
m;servicio;restaurante;villa hermosa;3;8;2017-07-04;5800000;microempresarial
f;comercio;variedades;carpinelo;1;1;2018-04-16;2500000;microempresarial
f;comercio;almacen de ropa en;llanaditas;1;8;2018-09-27;5000000;microempresarial
f;comercio;cafeteria;belen;3;16;2017-06-13;7370000;microempresarial
f;comercio;variedades;castilla;2;5;2018-08-27;3000000;microempresarial
m;agropecuaria;criadero de animales;san javier no.1;1;13;2018-02-23;6000000;microempresarial
m;comercio;tienda;manrique oriental;2;3;2016-06-09;6890000;microempresarial
f;comercio;peluqueria;santa cruz;2;2;2018-02-06;4500000;microempresarial
f;comercio;almacen de ropa en;buenos aires;3;9;2017-11-27;7000000;microempresarial
f;comercio;taller de mecanica;san pablo;1;1;2018-03-20;7800000;microempresarial
f;servicio;licorera;la esperanza;1;6;2016-09-29;4000000;microempresarial
f;comercio;restaurante;pablo vi;2;2;2017-08-04;7000000;microempresarial
m;comercio;legumbreria;popular;1;1;2017-08-24;1000000;microempresarial
f;comercio;variedades;manrique central no. 1;2;4;2018-07-24;5000000;microempresarial
f;comercio;restaurante;belen;3;16;2017-05-03;20000000;juridica y cap.semilla
f;industria;fabrica de;robledo;2;7;2016-11-30;6890000;microempresarial
f;industria;fabrica de;la milagrosa;3;9;2019-02-15;8200000;microempresarial
f;servicio;variedades;robledo;3;7;2017-10-24;4000000;microempresarial
f;comercio;comidas rapidas;popular;2;1;2016-11-25;1000000;microempresarial
f;comercio;variedades;robledo;3;7;2018-02-07;7000000;microempresarial
f;comercio;fabrica de;tricentenario;3;5;2017-05-15;7377000;microempresarial
f;comercio;fabrica de;san martin de porres;3;6;2017-08-08;7000000;microempresarial
f;industria;fabrica de;robledo;2;7;2018-07-17;3000000;microempresarial
f;comercio;tienda de helados;el salvador;3;9;2016-03-07;6800000;microempresarial
f;industria;fabrica de;carpinelo;1;1;2016-07-26;6890000;microempresarial
f;industria;fabrica de productos;villa hermosa;3;8;2016-05-17;6890000;microempresarial
f;industria;fabrica de;moravia;2;4;2017-04-28;4000000;microempresarial
m;industria;carpinteria;santa cruz;2;2;2018-03-12;4500000;microempresarial
f;comercio;miscelanea;trinidad;2;15;2018-03-15;7800000;microempresarial
m;servicio;barberia;robledo;2;7;2017-09-29;7377000;microempresarial
m;comercio;marroquineria;aranjuez;2;4;2018-06-15;5000000;microempresarial
m;comercio;restaurante;belen;3;16;2016-11-29;6890000;microempresarial
m;servicio;tienda;manrique central no. 1;3;4;2017-03-16;6000000;microempresarial
f;comercio;fabrica de;buenos aires;3;9;2018-02-13;7800000;microempresarial
m;comercio;variedades;santo domingo savio ;1;1;2018-05-16;7800000;microempresarial
f;industria;fabrica de;santa cruz;2;2;2018-02-06;7800000;microempresarial
f;servicio;cafe e internet;barrio caicedo;2;9;2019-01-25;7500000;microempresarial
m;comercio;variedades;belen;3;16;2018-02-08;7800000;microempresarial
m;comercio;almacen de ropa en;palermo;2;4;2017-11-14;4400000;microempresarial
f;comercio;comidas rapidas;santo domingo savio ;1;1;2018-02-07;7800000;microempresarial
f;industria;fabrica de;playon de los ;1;2;2018-09-14;7800000;microempresarial
f;industria;fabrica de;enciso;2;8;2019-04-23;1650000;microempresarial
m;industria;fabrica de;buenos aires;2;9;2017-03-30;6000000;microempresarial
f;comercio;tienda;santo domingo savio ;1;1;2017-04-21;5000000;microempresarial
m;industria;fabrica de repuestos;campo valdes no. 1;3;4;2016-10-07;2000000;microempresarial
f;comercio;papeleria;robledo;2;7;2018-10-24;1800000;microempresarial
m;servicio;barberia;la pradera;3;13;2019-05-28;8000000;microempresarial
f;comercio;variedades;la avanzada;1;1;2018-07-25;3000000;microempresarial
f;servicio;distribuidora de;robledo;3;7;2018-11-07;6000000;microempresarial
m;comercio;granero;manrique central no. 2;3;3;2017-03-15;7000000;microempresarial
f;industria;fabrica de;la milagrosa;3;8;2018-11-19;7800000;microempresarial
f;comercio;variedades;santa cruz;2;2;2018-08-24;7800000;microempresarial
m;servicio;ebanistaria;13 de noviembre;1;8;2019-05-10;8281000;microempresarial
f;servicio;peluqueria;campo valdes no. 1;3;4;2018-03-02;7500000;microempresarial
f;comercio;tienda;santa cruz;2;2;2016-06-10;6000000;microempresarial
f;comercio;comidas rapidas;manrique central no. 1;2;4;2017-12-13;7000000;microempresarial
m;industria;fabrica de;pedregal;3;6;2018-02-27;7800000;microempresarial
m;comercio;variedades;buenos aires;3;9;2017-05-31;7377000;microempresarial
f;comercio;comidas rapidas;enciso;3;8;2017-03-27;5000000;microempresarial
m;industria;fabrica de;san pablo;2;1;2017-10-04;4400000;microempresarial
m;comercio;almacen de ropa en;manrique central no. 2;2;3;2017-04-05;7300000;microempresarial
f;industria;fabrica de;alfonso lopez;3;5;2017-03-01;7000000;microempresarial
f;servicio;comidas rapidas;manrique oriental;2;4;2019-06-13;8200000;microempresarial
m;servicio;taller de mecanica;santa cruz;2;2;2017-07-14;5500000;microempresarial
m;comercio;tienda;manrique central no. 1;1;4;2018-03-06;5000000;microempresarial
m;comercio;tienda;santo domingo savio ;1;1;2018-09-14;5500000;microempresarial
m;servicio;peluqueria;barrio caicedo;2;9;2018-09-10;1500000;microempresarial
m;comercio;fabrica de;la milagrosa;3;9;2016-10-06;6500000;microempresarial
m;comercio;variedades;castilla;3;5;2019-03-05;3000000;microempresarial
f;servicio;variedades;santa cruz;2;2;2018-02-14;2000000;microempresarial
f;servicio;mantenimiento en;manrique central no. 2;2;3;2019-03-15;3000000;microempresarial
f;comercio;almacen de ropa en;moravia;2;4;2016-12-27;6900000;microempresarial
f;comercio;tienda;villa hermosa;2;8;2018-10-29;7000000;microempresarial
f;servicio;comidas rapidas;castilla;2;5;2018-05-31;6000000;microempresarial
m;comercio;cafe e internet;villa niza;2;2;2017-05-19;7377000;microempresarial
f;comercio;joyeria;la floresta;2;12;2017-10-31;6400000;microempresarial
f;comercio;variedades;villa niza;2;2;2017-05-30;4000000;microempresarial
f;comercio;reciclaje;robledo;2;7;2018-04-12;7000000;microempresarial
f;servicio;lavadero de;san bernardo;3;16;2018-03-23;3000000;microempresarial
m;industria;fabrica de colchones;manrique central no. 1;2;4;2018-08-29;782000;microempresarial
f;comercio;comidas rapidas;20 de julio;2;13;2017-05-26;6000000;microempresarial
f;servicio;peluqueria;belen;3;16;2017-10-09;7370000;microempresarial
f;comercio;cafeteria;pedregal;3;6;2018-01-11;7000000;microempresarial
f;industria;fabrica de;barrio caicedo;1;9;2018-10-03;7800000;microempresarial
f;comercio;panaderia;la esperanza;1;6;2016-12-26;5000000;microempresarial
f;industria;fabrica de;enciso;1;8;2018-12-05;3000000;microempresarial
m;comercio;tienda;moravia;1;4;2017-03-14;7300000;microempresarial
f;servicio;productos de belleza;belen;3;16;2019-03-05;8281000;microempresarial
m;industria;fabrica de;campo valdes no. 2;3;3;2018-02-21;7000000;microempresarial
f;comercio;variedades;santo domingo savio ;2;1;2017-10-05;5000000;microempresarial
f;industria;fabrica de;castilla;3;5;2016-04-14;6894540;microempresarial
m;comercio;tienda;santo domingo savio ;2;1;2017-07-07;7000000;microempresarial
f;comercio;ferreteria;la floresta;1;12;2016-02-25;6890000;microempresarial
m;servicio;fotografia;manrique central no. 1;2;4;2018-10-24;7800000;microempresarial
f;servicio;restaurante;enciso;1;8;2016-10-05;4000000;microempresarial
f;industria;fabrica de;robledo;2;7;2016-12-26;6890000;microempresarial
f;industria;fabrica de;manrique central no. 1;3;4;2018-07-09;7800000;microempresarial
f;industria;fabrica de;robledo;3;7;2018-12-03;5000000;microempresarial
m;comercio;almacen de ropa en;robledo;2;7;2016-11-28;6000000;microempresarial
f;industria;fabrica de;buenos aires;2;9;2018-09-14;7800000;microempresarial
m;industria;fabrica de alimentos;buenos aires;3;9;2018-07-03;17187324;microempresarial
m;industria;fabrica de alimentos;belen;3;16;2017-10-30;5000000;microempresarial
m;servicio;peluqueria;aranjuez;3;4;2017-04-28;7300000;microempresarial
f;servicio;peluqueria;cristo rey;3;15;2017-09-01;3300000;microempresarial
m;industria;variedades;santo domingo savio ;1;1;2018-05-02;4000000;microempresarial
f;industria;fabrica de;santa cruz;1;2;2016-08-31;6890000;microempresarial
m;comercio;tienda;belen;3;16;2018-01-24;4000000;microempresarial
f;comercio;comidas rapidas;enciso;3;8;2017-01-18;6800000;microempresarial
f;industria;fabrica de;manrique oriental;2;3;2018-05-21;6000000;microempresarial
f;comercio;tienda;aguas frias;2;70;2016-06-09;6000000;microempresarial
f;comercio;comidas rapidas;picacho;1;6;2017-03-29;73770000;microempresarial
m;comercio;almacen de ropa en;enciso;2;8;2018-07-18;7800000;microempresarial
f;comercio;barberia;robledo;3;7;2018-02-27;7200000;microempresarial
f;comercio;variedades;castilla;3;5;2019-03-19;7000000;microempresarial
f;comercio;fabrica de;cabecera san antonio ;3;80;2017-03-21;4000000;microempresarial
f;industria;fabrica de;aranjuez;2;4;2017-02-17;4000000;microempresarial
m;comercio;tienda;manrique oriental;2;3;2017-11-29;7300000;microempresarial
m;servicio;variedades;carpinelo;1;1;2019-03-15;8000000;microempresarial
m;comercio;variedades;enciso;2;8;2017-06-02;7370000;microempresarial
f;servicio;peluqueria;doce de octubre no.1;1;6;2017-09-26;7300000;microempresarial
f;comercio;legumbreria;carpinelo;1;1;2018-04-16;7800000;microempresarial
m;comercio;fabrica de calzado;barrio caicedo;1;9;2018-12-04;7000000;microempresarial
m;comercio;miscelanea;barrio caicedo;2;9;2016-11-10;6800000;microempresarial
m;comercio;variedades;las palmas;3;10;2018-05-11;1500000;microempresarial
f;industria;fabrica de;santa cruz;2;2;2017-06-05;3500000;microempresarial
f;industria;fabrica de;robledo;3;7;2018-07-10;7800000;microempresarial
m;agropecuaria;criadero de animales;cabecera san cristobal;2;60;2018-07-23;19000000;agropecuaria
m;comercio;variedades;buenos aires;3;9;2018-06-05;7800000;microempresarial
f;industria;fabrica de;manrique oriental;2;3;2018-06-18;7000000;microempresarial
f;comercio;almacen de ropa en;tejelo;3;5;2017-11-10;7000000;microempresarial
m;industria;fabrica de;buenos aires;3;9;2018-01-26;3000000;microempresarial
m;servicio;mantenimiento en;versalles no. 2;1;3;2016-05-06;5500000;microempresarial
m;comercio;fabrica de alimentos;aranjuez;3;4;2018-02-08;7812000;microempresarial
f;comercio;variedades;san javier no.1;1;13;2017-09-05;5200000;microempresarial
f;comercio;tienda;aranjuez;2;4;2017-08-16;7300000;microempresarial
m;comercio;tienda;belen;2;16;2016-10-28;6890000;microempresarial
m;comercio;variedades;popular;1;1;2016-11-23;3000000;microempresarial
m;comercio;tienda;lopez de mesa;3;7;2019-01-24;2000000;microempresarial
f;comercio;productos de belleza;la america;3;12;2018-08-02;7000000;microempresarial
f;servicio;recreativo educativo;robledo;2;7;2016-11-18;6890000;microempresarial
f;industria;fabrica de alimentos;el salvador;2;9;2017-11-08;4000000;microempresarial
f;comercio;variedades;toscana;2;5;2018-07-13;7500000;microempresarial
f;comercio;tienda;barrio caicedo;1;9;2016-02-24;6000000;microempresarial
f;servicio;comidas rapidas;buenos aires;2;9;2016-09-22;6890000;microempresarial
f;industria;fabrica de;santo domingo savio ;1;1;2017-06-06;5000000;microempresarial
m;comercio;tienda;robledo;3;7;2016-11-16;3500000;microempresarial
f;servicio;cafe e internet;robledo;1;7;2018-04-16;6000000;microempresarial
f;agropecuaria;criadero de animales;palmitas;1;50;2018-01-23;2000000;microempresarial
f;industria;fabrica de;fatima;3;16;2018-07-04;7800000;microempresarial
m;servicio;fumigacion;villa turbay;1;8;2018-01-03;4400000;credioportuno
m;industria;fabrica de;popular;2;1;2017-10-04;7300000;microempresarial
m;servicio;comidas rapidas;popular;2;1;2017-09-14;7377000;microempresarial
m;comercio;fabrica de alimentos;guayabal;3;15;2017-05-04;7000000;microempresarial
m;servicio;comidas rapidas;olaya herrera;1;7;2016-08-29;6890000;microempresarial
m;comercio;fabrica de arepas;robledo;3;7;2017-08-17;7000000;microempresarial
f;comercio;almacen de ropa en;enciso;2;8;2018-07-24;1000000;microempresarial
m;servicio;productos de belleza;aranjuez;2;4;2018-10-29;7800000;microempresarial
f;servicio;peluqueria;popular;2;1;2018-05-30;7000000;microempresarial
m;servicio;mantenimiento en;la candelaria;3;10;2016-01-18;6890000;microempresarial
f;industria;fabrica de;castilla;3;5;2017-02-20;5000000;microempresarial
m;industria;fabrica de;las palmas;3;10;2018-06-07;7800000;microempresarial
f;comercio;almacen de ropa en;manrique central no. 2;1;3;2017-06-08;7377000;microempresarial
f;comercio;variedades;santo domingo savio ;1;1;2017-09-06;7377000;microempresarial
m;comercio;miscelanea;florencia;3;5;2018-12-06;6000000;microempresarial
m;servicio;tienda;barrio caicedo;3;9;2017-05-12;1500000;microempresarial
f;comercio;almacen de ropa en;santa cruz;2;2;2019-01-30;8281000;microempresarial
f;comercio;peluqueria;robledo;3;7;2016-07-28;6890000;microempresarial
m;industria;carpinteria;castilla;3;5;2017-06-12;2000000;microempresarial
f;comercio;variedades;robledo;2;7;2017-02-14;7370000;microempresarial
f;servicio;variedades;bello horizonte;2;7;2018-02-14;7800000;microempresarial
m;comercio;variedades;cabecera san antonio ;2;80;2018-03-09;7800000;microempresarial
m;industria;fabrica de;lopez de mesa;3;7;2018-04-09;5000000;microempresarial
f;comercio;tienda;la milagrosa;2;9;2017-11-10;43000;microempresarial
f;comercio;papeleria;granizal;2;1;2017-03-14;5000000;microempresarial
f;servicio;peluqueria;campo valdes no. 1;3;4;2018-09-05;7800000;microempresarial
m;servicio;variedades;san javier no.1;3;13;2017-05-24;73000000;microempresarial
f;comercio;variedades;san javier no.1;3;13;2016-10-14;4000000;microempresarial
f;comercio;tienda de helados;la milagrosa;2;9;2017-09-28;3000000;microempresarial
f;comercio;almacen de ropa en;villa niza;2;2;2018-09-27;6000000;microempresarial
f;comercio;tienda;el salvador;2;9;2017-03-15;5000000;microempresarial
m;comercio;recreativo educativo;manrique central no. 2;2;3;2017-03-30;4500000;juridica y cap.semilla
f;servicio;fabrica de;belen;2;16;2016-07-26;6000000;microempresarial
f;comercio;papeleria;doce de octubre no.1;2;6;2017-09-01;3000000;microempresarial
f;servicio;peluqueria;san javier no.1;2;13;2017-08-18;1000000;microempresarial
f;comercio;variedades;santa cruz;2;2;2018-03-14;1500000;microempresarial
f;comercio;tienda;popular;1;1;2018-08-02;5000000;microempresarial
f;comercio;granero;boyaca;3;5;2017-06-30;7000000;microempresarial
f;comercio;cafeteria;bel¿n;3;16;2016-01-14;6800000;microempresarial
m;comercio;variedades;altavista;2;70;2017-10-27;3000000;microempresarial
f;comercio;tienda;pablo vi;2;2;2017-04-26;4300000;microempresarial
f;industria;fabrica de;florencia;3;5;2017-12-04;3000000;microempresarial
f;industria;fabrica de;villa hermosa;2;8;2018-08-06;4000000;microempresarial
m;industria;fabrica de arepas;santo domingo savio ;1;1;2017-01-20;6890000;microempresarial
f;comercio;comidas rapidas;manrique central no. 1;3;4;2018-04-03;7000000;microempresarial
f;comercio;almacen de ropa en;buenos aires;3;9;2017-04-25;6000000;microempresarial
f;industria;fabrica de;robledo;1;7;2018-03-21;5000000;microempresarial
f;comercio;almacen de ropa en;llanaditas;2;8;2017-05-15;5000000;microempresarial
f;servicio;comidas rapidas;guayabal;3;15;2016-06-14;5000000;microempresarial
m;comercio;comidas rapidas;robledo;3;7;2017-06-08;7300000;microempresarial
f;industria;fabrica de;buenos aires;2;9;2016-11-11;4000000;microempresarial
m;servicio;mantenimiento en;buenos aires;3;9;2017-07-13;6000000;microempresarial
m;comercio;distribuidora de;barrio caicedo;2;9;2018-06-14;7800000;microempresarial
m;comercio;variedades;manrique central no. 2;2;3;2016-11-08;6000000;microempresarial
f;comercio;variedades;cabecera san cristobal;2;60;2017-08-08;7300000;microempresarial
f;industria;ferreteria;doce de octubre no.1;2;6;2018-10-29;5000000;microempresarial
f;industria;fabrica de;guayabal;2;15;2018-04-04;6700000;microempresarial
m;industria;fabrica de;buenos aires;2;9;2017-03-29;7377000;microempresarial
f;comercio;tienda;juan xxiii la quiebra;1;13;2016-02-06;3000000;microempresarial
m;servicio;variedades;robledo;3;7;2017-09-07;7300000;microempresarial
f;servicio;restaurante;el salvador;3;9;2018-10-11;4000000;microempresarial
f;servicio;variedades;manrique oriental;2;3;2017-07-21;7300000;microempresarial
m;comercio;almacen de ropa en;guayabal;3;15;2017-04-06;5000000;microempresarial
m;comercio;carpinteria;manrique oriental;2;3;2017-01-04;5000000;microempresarial
f;servicio;variedades;cabecera san cristobal;3;60;2017-01-04;6894000;microempresarial
f;comercio;fabrica de alimentos;guayabal;2;15;2018-11-14;7000000;microempresarial
f;servicio;peluqueria;popular;2;1;2016-09-07;5000000;microempresarial
f;servicio;barberia;robledo;1;7;2016-03-18;6890000;microempresarial
f;comercio;charcuteria;robledo;1;7;2016-10-21;1500000;microempresarial
m;comercio;almacen de ropa en;aranjuez;2;4;2017-03-06;4000000;microempresarial
f;comercio;comidas rapidas;la libertad;2;8;2018-04-20;2000000;microempresarial
f;servicio;papeleria;enciso;1;8;2017-10-23;7000000;microempresarial
m;industria;fabrica de;la milagrosa;3;9;2018-10-11;7800000;microempresarial
m;comercio;tienda de helados;aranjuez;2;4;2019-06-20;2000000;credioportuno
m;industria;fabrica de;santo domingo savio ;1;1;2018-11-16;7000000;microempresarial
f;comercio;venta de calzado;pablo vi;2;2;2017-08-30;7000000;microempresarial
m;servicio;gimnasio;robledo;2;7;2017-11-21;2000000;empresarial ed.
f;comercio;peluqueria;loreto;3;9;2018-05-03;3000000;microempresarial
f;comercio;distribuidora de;playon de los ;2;2;2018-07-17;5000000;microempresarial
f;comercio;miscelanea;aranjuez;2;4;2018-10-03;7800000;microempresarial
m;comercio;tienda;manrique central no. 1;2;4;2019-03-28;8281000;microempresarial
f;servicio;recreativo educativo;barrio caicedo;1;9;2018-05-28;7000000;microempresarial
f;comercio;distribuidora de;robledo;2;7;2018-03-16;7000000;microempresarial
f;comercio;tienda;campo valdes no. 1;3;4;2018-08-06;1000000;microempresarial
f;industria;fabrica de;enciso;2;8;2018-03-12;6000000;microempresarial
f;servicio;peluqueria;robledo;2;7;2018-06-13;6000000;microempresarial
f;comercio;almacen de ropa en;bombona no. 1;3;10;2018-02-01;7800000;microempresarial
f;comercio;variedades;manrique central no. 1;2;4;2017-10-25;7370000;microempresarial
m;industria;fabrica de repuestos;pedregal;2;6;2018-12-11;7000000;microempresarial
f;comercio;almacen de ropa en;francisco antonio zea;3;5;2016-08-26;6890000;microempresarial
f;industria;fabrica de;aranjuez;1;4;2017-11-23;4500000;microempresarial
f;comercio;tienda;el pinal;1;8;2016-02-10;3000000;microempresarial
f;comercio;variedades;pedregal;2;6;2018-11-14;5000000;microempresarial
f;comercio;comidas rapidas;santo domingo savio ;2;1;2018-05-23;2000000;microempresarial
m;comercio;miscelanea;robledo;3;7;2016-10-13;6890000;microempresarial
m;comercio;comidas rapidas;guayabal;3;15;2018-07-09;3000000;microempresarial
f;comercio;tienda;belen;2;16;2018-06-20;7800000;microempresarial
m;comercio;joyeria;manrique central no. 1;3;4;2017-09-15;6000000;microempresarial
f;servicio;peluqueria;robledo;2;7;2017-02-03;4000000;microempresarial
f;comercio;variedades;castilla;3;5;2018-09-21;7800000;microempresarial
f;industria;fabrica de;llanaditas;1;8;2017-02-22;5000000;microempresarial
m;agropecuaria;criadero de animales;cabecera san antonio ;2;80;2018-06-12;7800000;microempresarial
f;comercio;comidas rapidas;castilla;3;5;2018-12-13;7800000;microempresarial
f;comercio;cafe e internet;aranjuez;1;4;2016-11-25;6890000;microempresarial
f;comercio;almacen de ropa en;manrique oriental;3;3;2019-02-13;8000000;microempresarial
f;servicio;fotografia;versalles no. 1;1;3;2018-06-12;7812000;microempresarial
f;comercio;variedades;manrique oriental;1;3;2019-05-03;8000000;microempresarial
f;comercio;variedades;cabecera san cristobal;1;60;2018-12-04;3000000;microempresarial
f;agropecuaria;variedades;andalucia;2;2;2018-06-15;7000000;microempresarial
m;industria;panaderia;popular;1;1;2018-01-30;6000000;microempresarial
f;comercio;variedades;robledo;2;7;2017-07-24;6000000;microempresarial
f;comercio;variedades;prado;3;10;2017-06-27;7377000;microempresarial
f;comercio;comidas rapidas;girardot;3;5;2016-10-06;4000000;microempresarial
f;servicio;venta de lacteos;robledo;2;7;2016-07-07;4000000;microempresarial
m;comercio;fabrica de;san javier no.1;1;13;2018-02-01;6000000;microempresarial
m;industria;fabrica de;picachito;1;6;2018-11-26;7800000;microempresarial
m;servicio;publicidad y;popular;2;1;2016-11-16;6890000;microempresarial
m;comercio;cerrajeria;cabecera san antonio ;2;80;2018-06-07;3000000;microempresarial
f;servicio;peluqueria;doce de octubre no.1;2;6;2017-08-28;7300000;microempresarial
m;servicio;taller de mecanica;miraflores;3;9;2017-05-23;7000000;microempresarial
m;servicio;mantenimiento en;enciso;1;8;2016-09-07;6890000;microempresarial
m;industria;taller de mecanica;villatina;2;8;2017-08-16;4000000;microempresarial
f;servicio;restaurante;enciso;1;8;2017-10-26;7300000;microempresarial
f;servicio;variedades;pedregal;3;6;2018-12-04;7000000;microempresarial
m;comercio;distribuidora de;santa lucia;2;12;2018-03-16;7000000;microempresarial
f;comercio;fabrica de alimentos;cabecera san cristobal;2;60;2018-07-17;7800000;microempresarial
f;comercio;fabrica de alimentos;la milagrosa;2;9;2018-04-04;7800000;microempresarial
m;industria;cerrajeria;girardot;3;5;2017-02-06;1000000;microempresarial
m;servicio;taller de electronica;centro admtivo;2;10;2019-01-04;3000000;microempresarial
f;industria;fabrica de;girardot;3;5;2018-11-16;7800000;microempresarial
m;industria;fabrica de;manrique central no. 1;2;4;2018-07-16;7800000;microempresarial
f;comercio;almacen de ropa en;boyaca;3;5;2016-11-08;6890000;microempresarial
f;comercio;fabrica de;castilla;3;5;2017-01-24;6000000;microempresarial
f;servicio;charcuteria;manrique oriental;2;3;2016-04-19;14000000;microempresarial
f;servicio;comidas rapidas;castilla;3;5;2019-06-14;6474000;microempresarial
f;servicio;variedades;castilla;3;5;2017-09-15;5000000;microempresarial
m;servicio;taller de electronica;popular;2;1;2018-04-16;7800000;microempresarial
m;servicio;cerrajeria;buenos aires;2;9;2017-07-18;7377000;microempresarial
m;industria;variedades;manrique central no. 1;1;4;2017-08-31;7370000;microempresarial
f;comercio;almacen de ropa en;robledo;2;7;2017-07-11;3000000;microempresarial
f;comercio;tienda;robledo;1;7;2016-06-24;4000000;microempresarial
f;industria;fabrica de;enciso;2;8;2018-12-19;780;microempresarial
m;servicio;barberia;juan xxiii la quiebra;1;13;2017-10-13;5200000;microempresarial
f;comercio;comidas rapidas;cabecera san cristobal;2;60;2018-02-07;4500000;microempresarial
f;servicio;peluqueria;picacho;2;6;2018-03-14;6500000;microempresarial
f;comercio;legumbreria;san antonio;1;8;2017-12-01;7000000;microempresarial
m;comercio;variedades;san javier no.1;2;13;2017-10-19;1200000;microempresarial
f;comercio;variedades;popular;2;1;2018-11-06;7000000;microempresarial
m;industria;fabrica de;robledo;1;7;2018-02-01;4000000;microempresarial
f;industria;fabrica de;playon de los ;2;2;2016-08-17;6890000;microempresarial
m;comercio;comidas rapidas;doce de octubre no.1;2;6;2019-03-01;828000;microempresarial
f;comercio;variedades;manrique central no. 2;2;3;2016-04-12;3000000;microempresarial
m;comercio;fabrica de;villa hermosa;2;8;2018-02-07;7800000;microempresarial
f;comercio;variedades;santa rosa de lima;2;13;2018-08-29;7000000;microempresarial
m;comercio;almacen de ropa en;santa cruz;2;2;2017-03-23;7000000;microempresarial
f;comercio;restaurante;castilla;3;5;2018-11-23;7000000;microempresarial
m;comercio;almacen de ropa en;san jose de la cima no. ;1;3;2017-11-28;7300000;microempresarial
f;servicio;variedades;altavista;2;16;2017-07-13;7300000;microempresarial
f;servicio;peluqueria;aranjuez;3;4;2018-09-18;7000000;microempresarial
f;servicio;peluqueria;robledo;3;7;2016-06-03;6890000;microempresarial
m;comercio;fabrica de repuestos;cabecera san antonio ;3;80;2018-02-21;7800000;microempresarial
m;servicio;mantenimiento en;centro admtivo;2;10;2018-02-20;6000000;microempresarial
m;servicio;peluqueria;sucre;3;8;2017-12-29;5000000;microempresarial
f;servicio;comidas rapidas;santo domingo savio ;2;1;2016-02-18;6440500;microempresarial
m;servicio;barberia;belencito;2;13;2016-10-28;6800000;microempresarial
m;comercio;variedades;el salado ;1;80;2016-07-14;6890000;microempresarial
